1	0	5658	1	0	0.242674	0	0.480805	0.289459	-0.153586	699.06	0.00484058	-0.699031	-0.483619	
1	1	5658	1	0.000172997	0.24301	0.0881561	0.460299	0.28995	-0.224532	699.01	-0.0334969	-0.736635	-0.37222	
1	2	5658	1	0.000262612	0.24318	0.132078	0.453942	0.288189	-0.263259	698.991	-0.129118	-0.666949	-0.456617	
1	3	5658	1	0.000378316	0.243399	0.188472	0.443833	0.279424	-0.308532	698.96	-0.0936534	-0.646392	-0.473276	
1	4	5658	1	0.000482458	0.243593	0.238428	0.437041	0.273703	-0.348024	698.931	-0.380468	0.415824	0.565681	
1	0	16854	1	0	0.726511	0	0.395325	0.771193	1.27723	554.597	0.408758	0.487935	-0.393877	
1	1	16854	1	8.7433e-05	0.726666	0.0388864	0.38886	0.79216	1.30226	554.577	0.427782	0.510706	-0.323741	
1	2	16854	1	0.000218096	0.726896	0.0967768	0.381967	0.824952	1.34141	554.552	0.348989	0.530973	-0.364064	
1	6	16854	1	0.000656944	0.727651	0.284258	0.350033	0.909319	1.45988	554.441	0.362558	0.402594	-0.432119	
1	7	16854	1	0.000762721	0.727829	0.328015	0.345682	0.931818	1.48487	554.414	0.337009	0.403996	-0.442712	
1	8	16854	1	0.000829128	0.727941	0.355097	0.334796	0.944948	1.50061	554.397	0.376389	0.310958	-0.464635	
1	9	16854	1	0.000904968	0.728066	0.385474	0.327694	0.961694	1.51444	554.376	0.431855	0.149731	-0.483081	
1	10	16854	1	0.00101723	0.728251	0.430144	0.316913	0.990138	1.5243	554.344	0.428216	0.213243	-0.442128	
1	13	16854	1	0.00129687	0.7287	0.537379	0.2982	1.06003	1.56529	554.278	0.51785	0.265842	-0.234183	
1	14	16854	1	0.00135498	0.728792	0.559007	0.294483	1.07769	1.57435	554.27	0.480997	0.305659	-0.25079	
1	16	16854	1	0.00152097	0.729052	0.620158	0.280661	1.12547	1.59892	554.243	0.47352	0.210288	-0.311709	
1	17	16854	1	0.00159599	0.729168	0.647176	0.274081	1.14631	1.60818	554.23	0.433668	0.238905	-0.331794	
1	18	16854	1	0.00165583	0.72926	0.668361	0.271576	1.16154	1.61657	554.218	0.434027	0.200803	-0.350146	
1	19	16854	1	0.00169271	0.729317	0.681286	0.2679	1.17093	1.62091	554.211	0.450024	0.230198	-0.300084	
1	0	17136	1	0	0.738997	0	0.826677	0.720657	1.34246	550.87	-0.647592	-0.645187	-0.832235	
1	1	17136	1	0.000141594	0.739368	0.103818	0.814604	0.666863	1.28887	550.801	-0.636929	-0.487134	-0.923648	
1	2	17136	1	0.000257066	0.739667	0.187427	0.803121	0.623715	1.25586	550.738	-0.406603	-0.260716	-1.11018	
